;order_id;customer_id;order_date;promised_delivery_time;actual_delivery_time;order_total;payment_method;number_product;total_Quantity;total_profit;feedback_id;rating;feedback_category;sentiment;feedback_date;customer_name;area;pincode;registration_date;customer_segment;total_orders;avg_order_value;delivery_partner_id;promised_time;actual_time;delivery_time_minutes;distance_km
11;8830652374;46464717;25/05/2025 05:32;25/05/2025 05:43;25/05/2025 05:48;1266.52;UPI;2;4;350.416;1157146;5;Delivery;Positive;25/05/2025 06:17;Lajita Karan;Karimnagar;938409;06/07/2023;Regular;20;235.94;35179;25/05/2025 05:43;25/05/2025 05:48;5.0;0.77
12;192325016;13680237;09/08/2024 17:14;09/08/2024 17:34;09/08/2024 17:29;3396.11;Card;7;15;10.135.735;5443531;5;Customer Service;Positive;09/08/2024 17:50;Tanvi Gulati;Shahjahanpur;240986;12/07/2025;Regular;16;588.31;44752;09/08/2024 17:34;09/08/2024 17:29;-5.0;0.86
13;6018926249;87574868;21/11/2025 20:40;21/11/2025 20:52;21/11/2025 21:06;2808.69;UPI;5;11;10.017.985.000.000.000;1944750;3;App Experience;Neutral;21/11/2025 21:33;Ijaya Bhatt;Saharsa;743608;16/02/2023;Premium;15;1391.35;45760;21/11/2025 20:52;21/11/2025 21:06;14.0;0.75
14;758171239;86681288;11/03/2025 21:32;11/03/2025 21:46;11/03/2025 21:44;4416.76;Wallet;7;11;14.817.595.000.000.000;1014842;4;App Experience;Positive;11/03/2025 22:33;Anay Varghese;Katni;314967;22/07/2024;Regular;2;328.1;33040;11/03/2025 21:46;11/03/2025 21:44;-2.0;1.09
15;9687670406;69884896;20/08/2023 02:58;20/08/2023 03:16;20/08/2023 03:22;1652.04;Wallet;2;4;571.863;89228;3;Delivery;Neutral;20/08/2023 04:18;Chakrika Butala;Dehri;99142;19/05/2024;Premium;4;1982.96;76792;20/08/2023 03:16;20/08/2023 03:22;6.0;0.72
16;3836331811;51219108;01/05/2025 15:59;01/05/2025 16:16;01/05/2025 16:14;543.71;Card;1;1;19.029.850.000.000.000;541788;4;Customer Service;Positive;01/05/2025 16:50;Vivaan Mutti;Bhiwandi;493132;09/08/2025;Inactive;9;1613.75;85361;01/05/2025 16:16;01/05/2025 16:14;-2.0;3.43
17;2304449471;64970603;06/10/2024 12:29;06/10/2024 12:45;06/10/2024 12:52;835.7;Wallet;5;10;2.355.115;3460314;4;Customer Service;Neutral;06/10/2024 13:08;Jason Mutti;Aizawl;72148;12/01/2024;New;7;1386.32;80216;06/10/2024 12:45;06/10/2024 12:52;7.0;1.13
18;3049938096;64838864;14/05/2025 12:45;14/05/2025 13:05;14/05/2025 13:03;1188.13;Card;3;7;3.138.325;3736022;4;Customer Service;Positive;14/05/2025 13:34;Sachi Grover;Vadodara;679349;09/02/2024;Regular;13;1610.84;53645;14/05/2025 13:05;14/05/2025 13:03;-2.0;0.58
19;969452191;85646829;16/09/2024 06:40;16/09/2024 06:59;16/09/2024 06:59;828.79;Wallet;2;4;20.020.999.999.999.900;1894797;5;Delivery;Positive;16/09/2024 07:45;Dayita Saraf;Secunderabad;906769;09/09/2025;Inactive;1;1347.45;93614;16/09/2024 06:59;16/09/2024 06:59;0.0;2.58
20;4088350993;27277351;11/05/2023 18:50;11/05/2023 19:06;11/05/2023 19:08;2260.79;Wallet;5;12;5.568.015;6766418;4;Product Quality;Positive;11/05/2023 19:27;Lavanya Sarma;Anantapuram;438676;15/08/2025;New;2;1246.76;53085;11/05/2023 19:06;11/05/2023 19:08;2.0;3.49
21;2779255026;33425377;15/06/2023 04:36;15/06/2023 04:54;15/06/2023 05:01;1646.51;Card;3;6;3.552.095;159100;3;Delivery;Neutral;15/06/2023 05:37;Yagnesh Bala;Bahraich;765888;13/09/2023;Inactive;13;1694.54;92429;15/06/2023 04:54;15/06/2023 05:01;7.0;1.19
22;3144468812;40010392;19/10/2023 14:20;19/10/2023 14:30;19/10/2023 14:33;280.32;UPI;1;1;84.096;8535442;4;Customer Service;Positive;19/10/2023 15:06;Rushil Zacharia;Bhopal;494594;30/06/2023;Regular;19;562.63;12333;19/10/2023 14:30;19/10/2023 14:33;3.0;3.54
23;4914116817;53790393;09/02/2025 18:21;09/02/2025 18:32;09/02/2025 18:31;922.44;Wallet;1;1;138.366;7830323;5;Customer Service;Positive;09/02/2025 18:50;Tara Nath;Belgaum;657687;05/10/2025;Regular;6;1308.79;63216;09/02/2025 18:32;09/02/2025 18:31;-1.0;4.77
24;7247346786;55198053;25/07/2024 00:01;25/07/2024 00:12;25/07/2024 00:22;3401.22;UPI;8;17;1.014.127;7776348;4;Product Quality;Neutral;25/07/2024 01:02;Ikbal Khalsa;Amravati;106231;18/11/2024;New;2;1412.59;68764;25/07/2024 00:12;25/07/2024 00:22;10.0;4.29
25;5025845984;15121021;11/03/2023 23:38;11/03/2023 23:50;11/03/2023 23:50;1744.13;Wallet;6;15;433.652;2190738;5;App Experience;Positive;12/03/2023 00:01;Tanmayi Bal;Kulti;377257;24/02/2024;Premium;9;804.68;10083;11/03/2023 23:50;11/03/2023 23:50;0.0;2.75
26;494185217;85493600;13/08/2024 19:03;13/08/2024 19:23;13/08/2024 19:28;1155.98;Cash;3;7;3.716.795;2443146;5;Customer Service;Positive;13/08/2024 19:48;Jack Bansal;Aurangabad;860386;02/08/2023;Inactive;17;757.94;62015;13/08/2024 19:23;13/08/2024 19:28;5.0;4.11
27;3209159169;72425987;23/02/2023 12:17;23/02/2023 12:31;23/02/2023 12:34;4646.04;Card;8;18;1.403.215;1940021;4;Customer Service;Positive;23/02/2023 13:28;Prisha Chawla;Kishanganj;187489;27/07/2023;New;19;426.46;6921;23/02/2023 12:31;23/02/2023 12:34;3.0;2.8
28;9365778969;2671648;20/10/2025 21:37;20/10/2025 21:48;20/10/2025 21:45;2865.04;Cash;7;14;9.550.039.999.999.990;4152953;4;Customer Service;Positive;20/10/2025 22:45;Hemangini Sem;Sonipat;395232;17/12/2023;Regular;15;1365.66;74304;20/10/2025 21:48;20/10/2025 21:45;-3.0;1.11
29;9709173476;50902428;15/05/2025 04:26;15/05/2025 04:43;15/05/2025 04:46;2663.56;Wallet;5;8;6.673.595;7130962;4;Product Quality;Positive;15/05/2025 05:41;Siddharth Dixit;Durg;663435;18/02/2025;Regular;2;1408.57;60966;15/05/2025 04:43;15/05/2025 04:46;3.0;1.8
30;1736691823;13290305;20/07/2024 01:45;20/07/2024 01:57;20/07/2024 02:15;3209.19;UPI;6;12;1017.55;3122121;1;Product Quality;Negative;20/07/2024 03:12;Oscar Dhar;Saharsa;173370;21/02/2024;Premium;2;1649.85;77408;20/07/2024 01:57;20/07/2024 02:15;18.0;3.29
31;764690702;3120362;21/03/2025 20:32;21/03/2025 20:48;21/03/2025 20:45;3827.61;Card;6;11;1.078.358;1583253;5;Customer Service;Positive;21/03/2025 21:10;Triya Sharaf;Anantapur;234988;02/03/2023;Inactive;11;945.54;9265;21/03/2025 20:48;21/03/2025 20:45;-3.0;0.5
32;7593471025;4686595;17/07/2024 11:55;17/07/2024 12:06;17/07/2024 12:21;1520.95;Card;2;2;5.198.119.999.999.990;7662517;3;Customer Service;Neutral;17/07/2024 12:59;Zilmil Mandal;Nandyal;857234;16/12/2023;New;5;235.02;84898;17/07/2024 12:06;17/07/2024 12:21;15.0;2.68
33;9853270521;17468859;13/02/2023 22:42;13/02/2023 22:53;13/02/2023 22:52;3454.38;UPI;6;9;9.504.949.999.999.990;9971911;4;Product Quality;Positive;13/02/2023 23:15;Ishita Arya;Bangalore;526705;03/12/2024;Inactive;9;1521.69;78321;13/02/2023 22:53;13/02/2023 22:52;-1.0;3.88
34;4288529188;34198966;23/08/2024 22:40;23/08/2024 22:52;23/08/2024 22:51;2774.14;UPI;6;13;766.569;4609633;5;Delivery;Positive;23/08/2024 23:10;Victor Kamdar;Faridabad;809609;05/04/2023;Inactive;16;1249.56;47827;23/08/2024 22:52;23/08/2024 22:51;-1.0;3.05
35;3154879255;98054051;10/07/2023 21:35;10/07/2023 21:53;10/07/2023 21:57;5524.03;Wallet;8;14;1.740.112;1785374;5;Delivery;Positive;10/07/2023 22:44;Eiravati Patla;Shivpuri;596083;30/10/2024;Premium;12;1915.4;2877;10/07/2023 21:53;10/07/2023 21:57;4.0;1.57
36;8120837867;30622634;27/08/2023 11:55;27/08/2023 12:07;27/08/2023 12:03;2874.04;Wallet;5;11;888.089;2271365;4;App Experience;Positive;27/08/2023 12:59;Bachittar Bhasin;Buxar;834347;19/06/2023;Premium;4;1354.43;32879;27/08/2023 12:07;27/08/2023 12:03;-4.0;0.59
37;5408470302;22738935;27/06/2024 01:18;27/06/2024 01:38;27/06/2024 01:34;1608.12;Wallet;3;7;3.192.875;1679207;4;Product Quality;Positive;27/06/2024 02:04;Ekaraj Zachariah;Rourkela;352177;20/07/2023;New;7;1365.05;18832;27/06/2024 01:38;27/06/2024 01:34;-4.0;0.59
38;6346754924;35066676;02/01/2025 00:24;02/01/2025 00:40;02/01/2025 00:37;3427.94;UPI;7;9;8.988.979.999.999.990;5059726;5;Customer Service;Positive;02/01/2025 01:21;Rudra Kalla;Kochi;539492;27/09/2023;New;13;1292.12;43245;02/01/2025 00:40;02/01/2025 00:37;-3.0;2.28
39;5731804243;31521572;25/10/2023 20:24;25/10/2023 20:36;25/10/2023 21:04;2355.9;Cash;4;6;672.433;1554310;2;Product Quality;Negative;25/10/2023 21:41;Garima Kaur;Faridabad;32968;20/04/2024;Regular;14;1152.58;90280;25/10/2023 20:36;25/10/2023 21:04;28.0;2.48
40;7619720404;63548908;19/07/2024 15:04;19/07/2024 15:21;19/07/2024 15:24;343.72;UPI;1;1;103.116;8851312;5;Customer Service;Positive;19/07/2024 15:38;Pranit Menon;Ramgarh;573140;31/01/2023;New;8;530.34;93626;19/07/2024 15:21;19/07/2024 15:24;3.0;4.09
41;1308703406;91338431;31/03/2025 04:35;31/03/2025 04:51;31/03/2025 04:55;604.35;Card;2;3;17.904.500.000.000.000;7134409;5;App Experience;Positive;31/03/2025 05:28;Urishilla Bir;Rampur;592098;27/04/2023;Regular;14;1667.88;84000;31/03/2025 04:51;31/03/2025 04:55;4.0;3.84
42;864738378;28588211;10/01/2024 07:14;10/01/2024 07:32;10/01/2024 07:31;3232.39;UPI;7;10;10.484.735;7138215;5;Customer Service;Positive;10/01/2024 08:21;Yashawini Hegde;Gulbarga;825120;04/03/2025;Inactive;7;1462.22;99140;10/01/2024 07:32;10/01/2024 07:31;-1.0;2.08
43;9783493265;43236215;29/09/2025 20:29;29/09/2025 20:48;29/09/2025 20:46;813.76;Cash;1;3;244.128;3737552;5;Delivery;Positive;29/09/2025 21:26;Chaitaly Setty;Parbhani;511939;23/05/2025;New;16;1767.49;16060;29/09/2025 20:48;29/09/2025 20:46;-2.0;4.07
44;2802500783;29420077;09/06/2024 02:06;09/06/2024 02:19;09/06/2024 02:14;4314.38;UPI;8;17;1.393.594;3556437;5;Customer Service;Positive;09/06/2024 03:04;Tanveer Gour;Tiruvottiyur;568245;27/03/2024;Regular;10;1568.35;17057;09/06/2024 02:19;09/06/2024 02:14;-5.0;4.66
45;8625144136;40496044;20/12/2025 04:15;20/12/2025 04:30;20/12/2025 04:52;683.35;Card;1;1;2.391.725;9932806;1;Product Quality;Negative;20/12/2025 05:43;Dalbir Toor;Ongole;500397;17/10/2025;New;7;788.82;37791;20/12/2025 04:30;20/12/2025 04:52;22.0;1.37
46;1152931405;3709894;13/12/2025 14:05;13/12/2025 14:19;13/12/2025 14:19;5239.28;Cash;8;16;1.719.704;2779703;5;Customer Service;Positive;13/12/2025 14:47;Jagat Srivastava;Jaipur;36613;17/05/2025;New;13;1738.26;34746;13/12/2025 14:19;13/12/2025 14:19;0.0;3.15
47;7480454899;42430271;30/09/2024 11:44;30/09/2024 11:58;30/09/2024 12:08;2207.68;UPI;5;9;7.898.355;2726048;3;Product Quality;Neutral;30/09/2024 12:19;Hardik Dar;Pudukkottai;543434;19/06/2025;Regular;4;986.62;54487;30/09/2024 11:58;30/09/2024 12:08;10.0;3.85
48;4395520324;67226473;10/03/2023 12:15;10/03/2023 12:30;10/03/2023 12:25;3369.87;Wallet;8;16;8.666.855;1193166;4;Product Quality;Positive;10/03/2023 12:52;Andrew Saxena;Satna;484463;06/11/2025;Inactive;17;1293.11;3993;10/03/2023 12:30;10/03/2023 12:25;-5.0;1.62
49;2754558974;68390491;21/09/2024 23:59;22/09/2024 00:17;22/09/2024 00:14;2087.62;Wallet;3;7;7.015.795;5919827;4;App Experience;Positive;22/09/2024 00:52;Kala Setty;Bhiwani;421835;31/05/2023;Regular;19;1257.94;97040;22/09/2024 00:17;22/09/2024 00:14;-3.0;1.63
50;4650318593;2493076;15/12/2023 11:37;15/12/2023 11:53;15/12/2023 11:52;1955.04;Card;6;13;4.322.545;8539810;5;Product Quality;Positive;15/12/2023 12:30;Irya Dora;Faridabad;942700;11/08/2023;Inactive;8;1915.04;18477;15/12/2023 11:53;15/12/2023 11:52;-1.0;4.8
51;5572716475;23215782;30/01/2024 09:10;30/01/2024 09:26;30/01/2024 09:55;3564.45;Cash;7;17;8.682.339.999.999.990;8320798;1;Delivery;Negative;30/01/2024 10:31;Bhavya Basak;Rourkela;990239;22/09/2023;Inactive;6;531.31;74996;30/01/2024 09:26;30/01/2024 09:55;29.0;1.43
52;2734329324;84803951;25/05/2023 20:07;25/05/2023 20:18;25/05/2023 20:14;2321.76;Cash;5;10;7.211.329.999.999.990;5484863;4;App Experience;Positive;25/05/2023 20:53;Bachittar Korpal;Sasaram;498442;04/11/2025;Premium;13;1624.79;41583;25/05/2023 20:18;25/05/2023 20:14;-4.0;2.51
53;442836181;14788468;31/07/2025 22:44;31/07/2025 22:57;31/07/2025 23:01;1081.01;Card;2;5;2.518.515;3826880;5;Delivery;Positive;31/07/2025 23:24;Harinakshi Vaidya;Lucknow;265070;27/05/2025;Regular;3;366.42;5354;31/07/2025 22:57;31/07/2025 23:01;4.0;4.14
54;7312766372;78110713;20/01/2023 09:51;20/01/2023 10:02;20/01/2023 10:04;3251.22;UPI;6;15;1.036.821;9010150;4;Customer Service;Positive;20/01/2023 10:49;Yasti Mandal;Rajkot;259931;03/03/2023;New;6;1718.29;59770;20/01/2023 10:02;20/01/2023 10:04;2.0;1.84
55;7778959162;196960;11/11/2024 10:30;11/11/2024 10:41;11/11/2024 10:56;3802.04;Cash;6;13;826.986;92499;4;App Experience;Neutral;11/11/2024 11:52;Saanvi Comar;Bilaspur;826550;24/04/2024;New;7;1320.75;92223;11/11/2024 10:41;11/11/2024 10:56;15.0;2.47
56;4251165351;89114310;24/10/2023 07:10;24/10/2023 07:29;24/10/2023 07:31;722.88;Cash;2;4;180.72;8816924;5;App Experience;Positive;24/10/2023 08:01;Viraj Banerjee;Thoothukudi;475051;31/05/2025;Inactive;6;1530.09;74687;24/10/2023 07:29;24/10/2023 07:31;2.0;2.25
57;5848721367;56352167;03/12/2023 05:44;03/12/2023 06:04;03/12/2023 06:06;1772.88;Cash;3;5;458.548;9125521;4;Delivery;Positive;03/12/2023 06:59;Gavin Bhatti;Guna;99913;30/06/2024;Premium;12;1593.33;34591;03/12/2023 06:04;03/12/2023 06:06;2.0;2.09
58;6445426132;18600257;05/07/2025 22:27;05/07/2025 22:45;05/07/2025 22:49;615.25;UPI;1;1;2.153.375;1149592;5;Product Quality;Positive;05/07/2025 23:01;Fiyaz Chopra;Ranchi;303326;24/04/2023;Inactive;3;1980.94;29449;05/07/2025 22:45;05/07/2025 22:49;4.0;1.31
59;5530861970;5795075;19/07/2025 15:16;19/07/2025 15:30;19/07/2025 15:35;973.53;Wallet;1;3;2.433.825;493653;4;Product Quality;Positive;19/07/2025 15:56;Pahal Saran;Hyderabad;362553;14/06/2025;Premium;9;1447.89;35750;19/07/2025 15:30;19/07/2025 15:35;5.0;0.61
60;5642505097;56925389;14/12/2024 23:43;14/12/2024 23:59;15/12/2024 00:11;1818.21;UPI;3;8;514.732;6171401;3;App Experience;Neutral;15/12/2024 00:29;Nidhi Sethi;Jalgaon;633519;23/05/2023;New;6;896.72;22019;14/12/2024 23:59;15/12/2024 00:11;12.0;2.72
61;7617232490;54122431;18/10/2025 04:50;18/10/2025 05:02;18/10/2025 05:00;1099.86;UPI;2;2;381.808;8055747;5;Customer Service;Positive;18/10/2025 05:15;Amruta Swamy;Hindupur;179228;30/06/2024;Premium;3;1474.74;20396;18/10/2025 05:02;18/10/2025 05:00;-2.0;4.0
62;1276965544;29799101;17/12/2024 03:04;17/12/2024 03:22;17/12/2024 03:34;1535.55;Card;2;2;36.528.499.999.999.900;4436184;4;Product Quality;Neutral;17/12/2024 04:01;Owen Saha;Hapur;622636;07/03/2024;Inactive;15;1793.24;98670;17/12/2024 03:22;17/12/2024 03:34;12.0;4.62
63;4516640761;43824604;19/10/2025 01:47;19/10/2025 02:01;19/10/2025 02:04;3276.54;UPI;5;9;9.882.139.999.999.990;3960420;4;App Experience;Positive;19/10/2025 03:01;Jagat Choudhry;Rampur;787638;09/03/2024;Inactive;16;336.64;38390;19/10/2025 02:01;19/10/2025 02:04;3.0;0.61
64;6511387030;24664544;19/12/2023 03:54;19/12/2023 04:06;19/12/2023 04:35;1196.24;Cash;4;9;2.497.055;1375218;2;App Experience;Negative;19/12/2023 05:26;Gaurangi Karpe;Warangal;559393;05/12/2025;Regular;5;1081.2;70828;19/12/2023 04:06;19/12/2023 04:35;29.0;3.73
65;2181170344;96689698;30/03/2023 02:34;30/03/2023 02:52;30/03/2023 02:51;2177.23;Cash;3;4;7.516.734.999.999.990;2244901;5;Delivery;Positive;30/03/2023 03:49;Naksh Khosla;Danapur;98154;03/05/2024;Premium;15;1069.37;98339;30/03/2023 02:52;30/03/2023 02:51;-1.0;3.37
66;4053593539;32217810;10/07/2025 12:15;10/07/2025 12:33;10/07/2025 12:46;3546.58;Card;7;17;10.204.805;7714180;3;Product Quality;Neutral;10/07/2025 13:23;Alka Kala;Raiganj;226754;16/10/2025;New;2;1422.02;92969;10/07/2025 12:33;10/07/2025 12:46;13.0;3.05
67;5550783056;71198670;23/07/2024 02:45;23/07/2024 03:03;23/07/2024 03:05;4100.76;Card;8;16;1373.89;7783770;4;Customer Service;Positive;23/07/2024 03:39;Yauvani Din;Dewas;396197;11/05/2024;Inactive;15;1144.07;75271;23/07/2024 03:03;23/07/2024 03:05;2.0;4.42
68;8253247187;50034917;02/05/2024 06:01;02/05/2024 06:19;02/05/2024 06:15;386.99;UPI;1;1;11.609.700.000.000.000;1185716;4;App Experience;Positive;02/05/2024 07:07;Chaitanya Chakraborty;Karimnagar;624273;26/05/2023;Inactive;18;448.27;78257;02/05/2024 06:19;02/05/2024 06:15;-4.0;1.54
69;9471369897;14669118;03/06/2023 06:59;03/06/2023 07:18;03/06/2023 07:21;4517.26;Card;6;16;13.997.459.999.999.900;9068242;5;Customer Service;Positive;03/06/2023 07:33;Brinda Sengupta;Deoghar;584141;08/09/2023;Regular;9;1373.08;348;03/06/2023 07:18;03/06/2023 07:21;3.0;1.13
70;1805960522;44368343;07/08/2023 06:24;07/08/2023 06:36;07/08/2023 06:32;1204.98;Cash;2;3;180.747;7098264;4;Delivery;Positive;07/08/2023 07:21;Wakeeta Anand;Howrah;47712;28/02/2024;Regular;16;1935.72;27598;07/08/2023 06:36;07/08/2023 06:32;-4.0;1.79
71;9784099099;17443239;06/07/2025 14:07;06/07/2025 14:24;06/07/2025 14:37;2195.05;Card;7;15;5.804.694.999.999.990;1291553;4;Customer Service;Neutral;06/07/2025 15:05;Leela Deol;Bhind;338790;08/02/2025;Inactive;6;1351.37;5725;06/07/2025 14:24;06/07/2025 14:37;13.0;4.1
72;2462223713;28865895;23/07/2024 19:50;23/07/2024 20:02;23/07/2024 20:11;1265.91;Card;4;7;36.410.150.000.000.000;4979530;4;Customer Service;Neutral;23/07/2024 20:50;Karan Goel;Ghaziabad;507346;03/08/2024;Premium;3;697.82;92828;23/07/2024 20:02;23/07/2024 20:11;9.0;3.13
73;9552378210;25331530;03/05/2025 00:32;03/05/2025 00:43;03/05/2025 00:48;2037.32;UPI;3;4;4.812.175;5394848;4;App Experience;Positive;03/05/2025 01:15;Charvi Bajwa;Arrah;975668;05/06/2024;New;19;1429.96;58803;03/05/2025 00:43;03/05/2025 00:48;5.0;4.4
74;4235469622;29519848;16/03/2024 05:11;16/03/2024 05:31;16/03/2024 05:31;2716.03;Cash;5;10;848.642;9485440;5;App Experience;Positive;16/03/2024 06:18;Chanakya Singhal;Visakhapatnam;469740;28/07/2025;Inactive;5;301.27;35766;16/03/2024 05:31;16/03/2024 05:31;0.0;3.02
75;4047652846;24251209;12/01/2024 20:09;12/01/2024 20:28;12/01/2024 20:32;3895.33;Card;7;17;1.140.923;7539394;4;Customer Service;Positive;12/01/2024 21:27;Girik Barad;Shimoga;606091;04/05/2024;Regular;17;827.49;94551;12/01/2024 20:28;12/01/2024 20:32;4.0;2.39
76;7072837767;43932131;12/08/2024 07:07;12/08/2024 07:24;12/08/2024 07:21;3477.62;UPI;5;10;8.762.239.999.999.990;5911727;5;App Experience;Positive;12/08/2024 08:11;Kalpit Grewal;Hospet;187325;18/08/2024;Premium;13;1290.63;29698;12/08/2024 07:24;12/08/2024 07:21;-3.0;2.24
77;7723842506;15693565;03/06/2025 16:32;03/06/2025 16:48;03/06/2025 16:45;1061.66;UPI;3;3;35.616.350.000.000.000;5809815;5;Delivery;Positive;03/06/2025 17:31;Yatin Sur;Dhanbad;618151;15/01/2023;New;4;385.07;34555;03/06/2025 16:48;03/06/2025 16:45;-3.0;0.57
78;9407510150;72782125;03/12/2025 15:32;03/12/2025 15:43;03/12/2025 15:52;4024.71;Wallet;7;16;12.790.965;6646022;3;Product Quality;Neutral;03/12/2025 16:11;Daniel Wali;Udupi;288010;03/10/2024;Inactive;20;414.81;36268;03/12/2025 15:43;03/12/2025 15:52;9.0;3.85
79;9691358310;73652035;31/01/2024 19:41;31/01/2024 19:51;31/01/2024 20:04;2389.41;UPI;5;10;519.495;630920;3;Product Quality;Neutral;31/01/2024 20:26;Dev Bal;Ahmedabad;552232;25/06/2024;Premium;8;403.9;88399;31/01/2024 19:51;31/01/2024 20:04;13.0;3.38
80;5632463145;90864617;13/12/2024 15:15;13/12/2024 15:27;13/12/2024 15:28;1579.64;Cash;3;3;5.763.345;6299811;5;Delivery;Positive;13/12/2024 16:27;Tripti Sha;Mangalore;413165;30/01/2025;New;14;1188.67;24327;13/12/2024 15:27;13/12/2024 15:28;1.0;0.97
81;5609812355;24647751;13/12/2023 10:55;13/12/2023 11:06;13/12/2023 11:17;4019.52;Wallet;5;9;11.164.950.000.000.000;299388;4;Delivery;Neutral;13/12/2023 11:49;Indira Barman;Amravati;766623;04/09/2023;Premium;18;1103.45;89634;13/12/2023 11:06;13/12/2023 11:17;11.0;2.66
82;5512617090;3018047;15/08/2025 21:46;15/08/2025 21:56;15/08/2025 21:55;3493.46;Cash;7;14;9.197.574.999.999.990;3650906;4;Product Quality;Positive;15/08/2025 22:34;Kamala Khanna;Nagercoil;828891;14/10/2025;Regular;3;1825.56;47322;15/08/2025 21:56;15/08/2025 21:55;-1.0;0.65
83;1135946844;69661546;16/01/2023 09:52;16/01/2023 10:05;16/01/2023 10:01;5104.92;Cash;8;16;16.421.395;3680097;4;Product Quality;Positive;16/01/2023 10:40;Pratyush Mallick;Kurnool;234782;19/04/2024;Premium;11;1059.82;66236;16/01/2023 10:05;16/01/2023 10:01;-4.0;0.72
84;3490318709;13923411;27/10/2025 13:02;27/10/2025 13:17;27/10/2025 13:25;1491.67;UPI;2;5;38.053.700.000.000.000;4124512;3;Product Quality;Neutral;27/10/2025 14:04;Yuvraj Kibe;Farrukhabad;112310;01/01/2025;New;1;1150.53;47536;27/10/2025 13:17;27/10/2025 13:25;8.0;2.27
